0,191
1,169
2,164
4,116
6,60
5,85
3,128
28,3
64,1
15,5
11,16
10,19
7,44
8,32
25,3
9,18
45,1
66,1
17,2
30,1
47,1
12,13
24,1
16,5
21,3
36,2
13,3
26,1
22,1
20,2
70,3
33,1
14,8
54,1
18,1
34,1
23,2
29,1
19,2
42,1
56,1
79,1
60,1
27,2
35,1
75,1
37,1
